Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date
144079,"Cho thuê phòng trọ Đường 9, Phường 9, Quận Gò Vấp, TPHCM",4.0,50.0,Gò Vấp,Hồ Chí Minh,2016-11-23
144081,Cho thuê phòng giá rẻ,1.2,9.0,Quận 11,Hồ Chí Minh,2016-11-23
144082,PHÒNG ĐẸP CHO NỮ THUÊ,2.6,20.0,Bình Thạnh,Hồ Chí Minh,2017-01-12
144084,Căn hộ tuyệt vời Ven sông thoáng mát... ngay trung tâm Q1.,8.0,35.0,Quận 1,Hồ Chí Minh,2016-11-23
144085,Cho thuê phòng quận 7,2.5,25.0,Quận 7,Hồ Chí Minh,2016-11-24
144086,"CẦN CHO THUÊ CHUNG CƯ MINI. NỘI THẤT ĐẦY ĐỦ, DT 18M2 GIÁ 6TR",6.0,20.0,Quận 7,Hồ Chí Minh,2016-11-24
144087,Còn 2 phòng lầu 2 tại 16 Trương Hoàng Thanh P12 Tân Bình,,25.0,Tân Bình,Hồ Chí Minh,2016-11-24
144089,CHO THUÊ PHÒNG TRỌ GẦN TRƯỜNG HUTECH,2.7,20.0,Bình Thạnh,Hồ Chí Minh,2016-11-24
144090,"Phòng cao cấp, sát quận 1, view đẹp, vào ở ngay  giá 5,5 triệu",5.5,40.0,Quận 4,Hồ Chí Minh,2019-10-01
144093,Phòng trọ nhà nguyên căn mới xây 100  bình thạnh phú nhuận,2.8,14.0,Phú Nhuận,Hồ Chí Minh,2016-11-24
144095,"Phòng mới đẹp có máy lạnh, WC, giá 2 triệu / tháng, 0909099160Nhi",2.0,20.0,Tân Phú,Hồ Chí Minh,2016-11-25
144100,CHO THUÊ PHÒNG ĐẦY ĐỦ NỘI THẤT TIỆN NGHI GIỜ GIẤC TỰ DO NGAY CHỢ HOÀNG HOA THÁM Q. TÂN BÌNH,4.8,30.0,Tân Bình,Hồ Chí Minh,2016-11-27
144101,Tìm 1 NVP ở ghép bao chi phí sinh hoạt từ AZ,1.6,18.0,Bình Thạnh,Hồ Chí Minh,2016-11-24
144103,CHO THUÊ PHÒNG TRỌ ĐƯỜNG NGUYỄN ẢNH THỦ,1.1,18.0,Quận 12,Hồ Chí Minh,2016-11-24
144105,Cho thuê phòng trọ máy lạnh cao cấp giá bình dân,3.5,25.0,Quận 7,Hồ Chí Minh,2016-11-25
144106,Phòng cho thuê giá sinh viên,1.5,12.0,Tân Phú,Hồ Chí Minh,2016-12-04
144107,"Tim nu o ghep nha nguyen can, rong rai, thoang mat",,36.0,Bình Thạnh,Hồ Chí Minh,2016-11-25
144110,CHO NỮ THUÊ PHÒNG,1.6,12.0,Quận 10,Hồ Chí Minh,2016-11-25
144113,Cho thuê phòng trọ đầy đủ tiện nghi ở hẻm 60  đường Lâm Văn Bền  Quận 7,2.6,20.0,Quận 7,Hồ Chí Minh,2016-11-26
144114,"Cho nữ thuê phòng 165/8 Trần Quang Cơ, Phường Phú Thạnh Quận Tân Phú.",1.7,12.0,Tân Phú,Hồ Chí Minh,2016-11-26
144116,Cần tìm 1 nữ ở ghép phòng 20m2 Q6,,20.0,Quận 6,Hồ Chí Minh,2016-11-26
144119,CHO THUE PHÒNG TRỌ gần trường HUTECH ung vãn Khiêm,2.5,20.0,Bình Thạnh,Hồ Chí Minh,2016-12-01
144120,phòng trọ tại quận 4,2.0,12.0,Quận 4,Hồ Chí Minh,2016-11-26
144122,Cho thuê phòng trọ đường tỉnh lộ 10,1.2,14.0,Bình Tân,Hồ Chí Minh,2016-11-26
144124,"Phòng trọ tiện nghi đường D2, trung tâm Bình Thạnh cách Q1 chỉ 5 phút",4.8,45.0,Bình Thạnh,Hồ Chí Minh,2017-04-24
144126,cho sinh viên nữ thuê phòng,1.3,20.0,Tân Phú,Hồ Chí Minh,2016-11-26
144128,CẦN CHO THUÊ PHÒNG TRỌ 5 LẦU QUẬN PHÚ NHUẬN GIÁ RẺ,2.5,20.0,Phú Nhuận,Hồ Chí Minh,2016-11-26
144130,Cần tìm bạn nam ở ghép,1.20009,16.0,Quận 8,Hồ Chí Minh,2016-11-28
144131,Phòng trung tâm quận 3 đầy đủ tiện nghi,,30.0,Quận 3,Hồ Chí Minh,2016-12-02
144133,Phòng trọ giá rẻ cho SV,1.2,9.0,Quận 11,Hồ Chí Minh,2016-11-27
144134,Phòng cho thuê Đường Vành đai Đại học Quốc Gia,1.1,13.0,Thủ Đức,Hồ Chí Minh,2016-11-27
144135,"Phòng sạch đẹp Huỳnh Văn Bánh, WC riêng, giờ tự do. Bao điện, nước. Giá thuê 2.7 triệu",,,Phú Nhuận,Hồ Chí Minh,2016-11-27
144137,Cho thuê phòng trọ,5.5,25.0,Phú Nhuận,Hồ Chí Minh,2016-11-27
144141,cho nữ thuê phòng trọ,2.0,20.0,Tân Phú,Hồ Chí Minh,2016-11-27
144145,Cho thuê phòng tiện nghi như khách sạn mini giá rẻ khu quận 1,4.0,16.0,Quận 1,Hồ Chí Minh,2016-11-28
144148,"Phòng trọ quận 12, giá rẻ, phường Thạnh Lộc, Hà Huy Giáp",1.4,20.0,Quận 12,Hồ Chí Minh,2016-11-28
144149,"Cho Thuê Phòng 86/5 Mạc Đỉnh Chi, P.Đa Kao, Quấn 1, đầy đủ tiện nghi",4.2,22.0,Quận 1,Hồ Chí Minh,2016-11-28
144152,Cho thuê phòng ưu tiên cho sinh viên,1.35,12.0,Quận 6,Hồ Chí Minh,2016-11-28
144154,"CHO THUÊ PHÒNG ĐẦY ĐỦ NỘI THẤT TIỆN NGHI, KHU VỰC AN NINH , NGAY CHỢ HOÀNG HOA THÁM Q. TÂN BÌNH",4.8,30.0,Tân Bình,Hồ Chí Minh,2016-11-28
144155,cho thuê phòng ở cao cấp đẳng cấp khách sạn  903 Hoàng Sa  quận 3,6.0,40.0,Quận 3,Hồ Chí Minh,2016-11-28
144157,"Phòng đầy đủ tiện nghi 115/49/34 Lê Văn Sỹ, Phú Nhuận, 01235803079 cô Hoàng",2.5,25.0,Phú Nhuận,Hồ Chí Minh,2016-11-28
144160,Cho thuê nhà nguyên căn,2.4,40.0,Bình Thạnh,Hồ Chí Minh,2016-11-28
144161,phòng trọ yên tĩnh thoáng mát,1.7,15.0,Gò Vấp,Hồ Chí Minh,2016-11-28
144162,PHÒNG TRỌ CHO THUÊ AN NINH SẠCH ĐẸP. GIÁ 2.5TR,2.6,20.0,Bình Thạnh,Hồ Chí Minh,2017-05-19
144163,Cho Thuê Phòng Trọ Ngay Sau Etown Cộng Hòa,1.8,15.0,Tân Bình,Hồ Chí Minh,2016-11-28
144164,Cho thue phong dep gia re Quang Trung Go Vap gia 1.900.000/thang,1.9,12.0,Gò Vấp,Hồ Chí Minh,2016-11-28
144167,"Phòng Máy LẠNH, Cửa Sổ, chỉ 2tr/th,Phú Nhuận",2.0,20.0,Phú Nhuận,Hồ Chí Minh,2017-06-04
144168,"Cho Thuê Căn hộ Q5 Võ Văn Kiệt Full Nội thất, view đẹp, tự do 24/24",6.0,40.0,Quận 5,Hồ Chí Minh,2016-11-29
144170,"Phòng Cho thuê An Ninh, Sạch sẽ, Full nội thất  tại Quận 10",5.5,20.0,Quận 10,Hồ Chí Minh,2016-11-29
144171,Cho thuê  phòng  trọ sinh viên,1.2,24.0,Thủ Đức,Hồ Chí Minh,2016-12-12
144172,Cho thuê phòng trọ gần cầu chữ Y giáp Q5,2.8,16.0,Quận 8,Hồ Chí Minh,2017-02-06
144173,Phòng đủ tiện nghi cho nữ thuê,2.9,14.0,Phú Nhuận,Hồ Chí Minh,2018-02-25
144176,"Cần cho thuê phòng trọ tại 148 Ung Văn Khiêm, Phường 25, Quận Bình  Thạnh. Phòng rộng rãi",3.0,20.0,Bình Thạnh,Hồ Chí Minh,2016-11-29
144177,"phòng 17m2 ,gia1,7tr F13 Binh Loi Binh Thanh",1.7,17.0,Bình Thạnh,Hồ Chí Minh,2017-02-13
144180,"Cần 2 nữ ở ghép đường Trần Phú, q5, giá 1tr/ng/tháng",1.0,40.0,Quận 5,Hồ Chí Minh,2016-11-29
144181,"PHÒNG TRỌ GIÁ RẺ QUẬN 1, ƯU TIÊN SV NỮ",2.2,18.0,Quận 1,Hồ Chí Minh,2017-01-05
144182,Share phòng trong căn hộ chung cư full nội thất,2.6,30.0,Bình Tân,Hồ Chí Minh,2016-11-29
144184,CHO THUÊ PHÒNG TRỌ GIÁ TỪ 1.000.000 VNĐ ĐẾN 1.500.000 VNĐ,1.0,19.0,Gò Vấp,Hồ Chí Minh,2016-11-30
144186,"Nữ ở ghép đầy đủ nội thất chung cư quận 2 giá 2,5tr, Liên Hệ 093.2689.228.",2.5,70.0,Quận 2,Hồ Chí Minh,2016-11-30
144187,Phòng cho thuê cao cấp GIÁ RẺ khu quy hoạch thoáng má,2.0,22.0,Bình Thạnh,Hồ Chí Minh,2016-11-30
144190,cho thuê nhà và phòng trọ quận bình thạnh,2.0,20.0,Bình Thạnh,Hồ Chí Minh,2016-11-30
144191,PHÒNG CHO THUÊ NHÀ MỚI XÂY,3.0,20.0,Quận 4,Hồ Chí Minh,2016-11-30
144192,"cho nữ thuê phòng trọ sạch sẽ, có internet, truyền hình cáp",,15.0,Phú Nhuận,Hồ Chí Minh,2016-11-30
144194,"Cho thuê phòng đầy đủ tiện nghi ở cmt8,q10",3.5,30.0,Quận 10,Hồ Chí Minh,2016-12-12
144195,"Phòng cho thuê cao cấp Đinh Bộ Lĩnh, Bình Thạnh  Nội thất đầy đủ  Dịch vụ miễn phí",5.7,30.0,Bình Thạnh,Hồ Chí Minh,2016-11-30
144199,"Cho thuê phòng trọ gần Thị Nghè, ngã tư Hàng Xanh",3.5,25.0,Bình Thạnh,Hồ Chí Minh,2016-11-30
144202,Nhà trọ mới xây đẹp như khách sạn gần chợ Tân Hương,1.3,15.0,Tân Phú,Hồ Chí Minh,2016-12-01
144203,"CHÍNH CHỦ CHO THUÊ PHÒNG THOÁNG MÁT, SẠCH SẼ",3.5,30.0,Tân Bình,Hồ Chí Minh,2017-01-08
144204,"Cho nữ thuê phòng lầu 2, 3, 4 mới đẹp, QL1, P.An Phú Đông, Q12, đối diện ĐH Ng.T.Thành, 1tr",1.0,14.0,Quận 12,Hồ Chí Minh,2016-12-01
144205,"CHO THUÊ PHÒNG TRỌ gần bến XE MIỀN ĐÔNG,Hutech ung vãn Khiêm",2.0,20.0,Bình Thạnh,Hồ Chí Minh,2016-12-07
144207,"Cho thuê nhà trọ đường hai bà trưng,quận 3, diện tích 20m2 giá4,5 Triệu/tháng.",4.5,20.0,Quận 3,Hồ Chí Minh,2016-12-01
144211,Phòng trọ yên tĩnh,1.5,,Bình Tân,Hồ Chí Minh,2016-12-01
144212,CHO THUÊ PHÒNG TRỌ 186 BÙI VĂN BA QUẬN 7,2.1,18.0,Quận 7,Hồ Chí Minh,2016-12-01
144217,"Cho thuê phòng khách sạn, gần sân bay, giá trọn gói",6.3,15.0,Phú Nhuận,Hồ Chí Minh,2016-12-02
144219,"CHO THUÊ PHÒNG ĐẦY ĐỦ NỘI THẤT TIỆN NGHI, KHU VỰC AN NINH , NGAY CHỢ HOÀNG HOA THÁM Q. TÂN BÌNH",4.8,30.0,Tân Bình,Hồ Chí Minh,2016-12-06
144221,PHÒNG CHO THUÊ KHU VỰC AN NINH YÊN TĨNH,1.4,21.0,Thủ Đức,Hồ Chí Minh,2017-01-05
144222,"PHÒNG ĐẸP NỘI THẤT ĐẦY ĐỦ, KHU AN NINH Q2",3.5,20.0,Quận 2,Hồ Chí Minh,2016-12-13
144224,Cho thuê phòng,1.8,15.0,Tân Phú,Hồ Chí Minh,2016-12-02
144227,PHÒNG TRỌ CAO CẤP QUÂN 3,5.5,35.0,Quận 3,Hồ Chí Minh,2016-12-05
144233,Phòng trọ cho thuê trên đường Lê Văn Chí  Linh Trung  Thủ Đức  Hồ Chí Minh Giá 2 triệu/tháng,2.0,,Thủ Đức,Hồ Chí Minh,2016-12-02
144234,Cho thuê phòng  ưu tiên nữ,1.6,16.0,Quận 8,Hồ Chí Minh,2016-12-02
144235,"KHÔNG GIAN SỐNG ĐẸP, NGAY BÀ QUẸO, chỉ 3tr/tháng",3.0,25.0,Tân Phú,Hồ Chí Minh,2017-04-30
144239,Cho thuê phòng trọ có đầy đủ tiện nghi,,50.0,Tân Bình,Hồ Chí Minh,2016-12-03
144240,"Q10 Phòng mới, WC riêng, đầy đủ tiện nghi, an ninh 24/7 chính chủ",2.5,12.0,Quận 10,Hồ Chí Minh,2016-12-03
144244,"Cho thuê phòng trọ để ở và kiot để kinh doanh tại Linh Trung, Thủ Đức",2.6,18.0,Thủ Đức,Hồ Chí Minh,2017-06-05
144246,"Nhà trọ MỚI 100 Cuối đường Phạm Thế Hiển, giao N.Văn Linh",2.0,20.0,Quận 8,Hồ Chí Minh,2016-12-03
144248,Cho thue chung cu cao cao q7,,,Quận 7,Hồ Chí Minh,2016-12-03
144252,Phòng trọ cho người đi làm,1.4,10.0,Quận 10,Hồ Chí Minh,2016-12-15
144255,"Cho thuê phòng trọ quận 3 sạch sẽ, có máy lạnh, toilet riêng giá 2tr5",2.5,16.0,Quận 3,Hồ Chí Minh,2016-12-04
144257,Cho thuê phòng trọ tại quận Bình Tân  TP.HCM,3.2,35.0,Bình Tân,Hồ Chí Minh,2016-12-04
144261,cần cho sinh viên thuê 1 phòng còn trống,2.5,25.0,Quận 7,Hồ Chí Minh,2016-12-04
144262,Cho thuê phòng trọ A7 Q. Thủ Đức,2.5,25.0,Thủ Đức,Hồ Chí Minh,2016-12-04
144263,Cho share phòng ở 18m2,2.5,18.0,Bình Thạnh,Hồ Chí Minh,2016-12-04
144265,"CHO THUÊ PHÒNG TRỌ CAT LÁI Q,2",1.8,22.0,Quận 2,Hồ Chí Minh,2016-12-04
144269,PHONG TRỌ ĐẦY ĐỦ TIỆN NGHIKHÔNG CHUNG CHỦ,4.5,35.0,Quận 3,Hồ Chí Minh,2016-12-05
144271,Nhà trọ 5/100 nơ trang long 2tr500,2.5,20.0,Bình Thạnh,Hồ Chí Minh,2016-12-05
144272,CHO THUE PHONG TRO  DOI DIEN BXMD,2.0,14.0,Bình Thạnh,Hồ Chí Minh,2016-12-05
144273,"Cho thuê phòng trọ số 42A Hà Huy Giáp, quận 12",1.5,15.0,Quận 12,Hồ Chí Minh,2016-12-05
144279,cho thuê phòng 1 tr 3 đẹp và sạch,1.3,30.0,Nhà Bè,Hồ Chí Minh,2016-12-05
144280,Cho Thuê Phòng 359/35  Lê Văn Sỹ P.12 Q.3,2.2,22.0,Quận 3,Hồ Chí Minh,2016-12-06
144281,Cho thuê ng trọ KTX  ở 612 Xô  Viết Nghệ Tỉnh,,50.0,Bình Thạnh,Hồ Chí Minh,2016-12-06
144282,"Phòng sạch, thoáng mát, an ninh.",2.8,25.0,Phú Nhuận,Hồ Chí Minh,2016-12-06
144287,cần 1 bạn nam ở ghép giá 500k 1 tháng,,20.0,Thủ Đức,Hồ Chí Minh,2016-12-06
144288,"CHO THUÊ PHÒNG TRỌ GIỮA GÒ VẤP, PHÚ NHUẬN, BÌNH THẠNH",2.5,18.0,Phú Nhuận,Hồ Chí Minh,2016-12-06
144289,Phòng Chung Cư Cao Cấp  Quận 1  Bến Thành,6.0,50.0,Quận 1,Hồ Chí Minh,2016-12-06
144290,"Cho thuê phòng trọ đường 38, Hiệp Bình Chánh, Thủ Đức giá 2,2 triệu/tháng",2.2,30.0,Thủ Đức,Hồ Chí Minh,2016-12-06
144291,Phòng cho thuê giá rẻ trung tâm TP,2.5,20.0,Quận 3,Hồ Chí Minh,2016-12-06
144293,CHO THUE PHONG TRO GAN CHO BA CHIEU,2.7,35.0,Bình Thạnh,Hồ Chí Minh,2016-12-06
144296,"Cho thuê 1 phòng trong căn hộ Tân Hương Tower, giờ giấc tự do,full nội thất, xách vali vào ở ngay",3.0,116.0,Tân Phú,Hồ Chí Minh,2016-12-07
144297,"phòng trọ giá rẻ,thoáng mát",1.2,10.0,Quận 3,Hồ Chí Minh,2016-12-07
144299,CHO THUÊ PHÒNG TRỌ QUẬN PHÚ NHUẬN,1.5,14.0,Phú Nhuận,Hồ Chí Minh,2016-12-07
144300,"Phòng đẹp 24m2, máy lạnh, ban công, WC riêng, h tự do. Giá 3tr1",3.1,24.0,Bình Thạnh,Hồ Chí Minh,2016-12-11
144301,"TÂN BÌNH  CHO THUÊ PHÒNG TRỌ 2 TRIỆU GIỜ GIẤC TỰ DO, AN NINH.",2.0,17.0,Tân Bình,Hồ Chí Minh,2019-12-07
144302,"Cho thuê 1 phòng trong căn hộ Tân Hương Tower, giờ giấc tự do,full nội thất, xách vali vào ở ngay",3.0,116.0,Tân Bình,Hồ Chí Minh,2016-12-07
144303,CHO THUE PHONG TRO DAY DU TIEN NGHI GIA RE,3.0,25.0,Quận 10,Hồ Chí Minh,2016-12-07
144305,"Phong doi dien chua Vinh Nghiem, truong dai hoc FPT",2.3,14.0,Quận 3,Hồ Chí Minh,2016-12-07
144307,"Phòng sạch đẹp,  lối đi và wc riêng, 2.500.000  3.000.000/ tháng",2.5,15.0,Quận 10,Hồ Chí Minh,2021-04-27
144308,Cho thuê nhà trọ sinh viên,1.2,16.0,Quận 12,Hồ Chí Minh,2016-12-07
144309,"Cho thuê phòng trọ đẹp ngay gần cầu chữ Y, q8",25.0,20.0,Quận 8,Hồ Chí Minh,2016-12-07
144311,Phòng cho thuê mới xây gần Hutech,3.0,25.0,Bình Thạnh,Hồ Chí Minh,2016-12-07
144314,Cần 1 bạn nữ vào ở ghép khu sân bay giá rẻ 600k,,20.0,Tân Bình,Hồ Chí Minh,2016-12-07
144318,"Cho thuê phòng căn hộ Belleza, Q7, giá bao hết 2,5 triệu/th. LH0902727593",2.5,20.0,Quận 7,Hồ Chí Minh,2016-12-08
144319,"PHÒNG CHO THUÊ  GẦN ĐẠI HỌC RMIT, TĐT",2.5,15.0,Bình Chánh,Hồ Chí Minh,2016-12-08
144320,"phòng trọ Nguyễn Văn Cừ, q,1 gần ĐHKHTN, ĐH Sư Phạm, siêu thị Coop",1.5,12.0,Quận 1,Hồ Chí Minh,2016-12-08
144321,"CHO THUÊ PHÒNG TRỌ,Gần Trương Hutech Ung Vãn Khiêm",2.2,20.0,Bình Thạnh,Hồ Chí Minh,2016-12-08
144322,"CHO THUÊ PHÒNG TRỌ MỚI XÂY  LOTTE CỘNG HÒA, TÂN BÌNH",2.5,30.0,Tân Bình,Hồ Chí Minh,2016-12-08
144326,"Cho Thuê Phòng Rộng 26 m2 thoáng mát ở đường Nguyễn Đức Thuận, Q. Tân Bình",2.5,26.0,Tân Bình,Hồ Chí Minh,2016-12-08
144328,Cho thuê  2 phòng trọ,2.5,15.0,Bình Thạnh,Hồ Chí Minh,2016-12-08
144330,CHO THUE PHONG TRO GIA RE DOI DIEN BXMD,2.0,14.0,Bình Thạnh,Hồ Chí Minh,2016-12-08
144335,"Cho thuê 1 phòng hẻm 430 đường Điện Biên Phủ, cách ngã tư Hàng Xanh cũ 200m",,18.5,Bình Thạnh,Hồ Chí Minh,2016-12-09
144337,"KÝ TÚC XÁ Ở GHÉP NƠ TRANG LONG, BÌNH THẠNH, FREE ĐIỆN NƯỚC, CHỈ 1,4TRIỆU. LH 0932330773",1.4,30.0,Bình Thạnh,Hồ Chí Minh,2016-12-09
144338,"CHO THUÊ PHÒNG TRỌ,GẦN Trường Hutech Ung Vãn Khiêm",2.2,20.0,Bình Thạnh,Hồ Chí Minh,2016-12-09
144339,"Phòng Trọ Tiện Nghi Cao Cấp Trần Hưng Đạo, Quận 5",6.5,25.0,Quận 5,Hồ Chí Minh,2016-12-26
144341,"Phòng đẹp 81/6 Hồ Văn Huê, P.09, Phú Nhuận, có nội thất, 50m2, có bảo vệ. R2.2",7.5,50.0,Phú Nhuận,Hồ Chí Minh,2017-01-18
144342,"Cho thuê Phòng có nội thất, 31 Lam Sơn, P.2, TB, 25m2, miễn phí nước, nét, cáp, 0905617675. R2.3",4.2,25.0,Tân Bình,Hồ Chí Minh,2017-01-18
144345,cho thuê phòng trọ giá rẻ,1.4,20.0,Bình Thạnh,Hồ Chí Minh,2017-03-06
144346,"Cho thuê phòng trọ Đường 9, Phường 9, Quận Gò Vấp, TPHCM",3.5,50.0,Gò Vấp,Hồ Chí Minh,2016-12-09
144351,"Cho thuê phòng trọ mới xây giá rẻ tại Bến Mễ Cốc, Phường 15, Quận 8",2.5,24.0,Quận 8,Hồ Chí Minh,2016-12-10
144353,"PHÒNG CHO THUÊ,KÍ TÚC XÁ TƯ NHÂN GIÁ RẺ DÀNH CHO NGƯỜI ĐI LÀM Ở QUẬN 10, GẦN CHỢ BÀN CỜ",,25.0,Quận 10,Hồ Chí Minh,2016-12-10
144354,"Phòng trọ cao cấp mới xây chỉ 2tr2 cho Sinh viên,Nhân viên,Công nhân đường tân lập 2",2.2,17.0,Quận 9,Hồ Chí Minh,2016-12-19
144355,"CHO THUÊ PHÒNG ĐẦY ĐỦ NỘI THẤT TIỆN NGHI , KHU VỰC AN NINH, NGAY CHỢ HOÀNG HOA THÁM Q. TÂN BÌNH",4.5,30.0,Tân Bình,Hồ Chí Minh,2016-12-10
144357,cho nữ thuê phong trọ,1.5,20.0,Gò Vấp,Hồ Chí Minh,2016-12-10
144359,"Cho thuê phòng trọ mới xây, có gác lững trên đường Lê Văn Việt, q9",2.2,17.0,Quận 9,Hồ Chí Minh,2016-12-10
144360,phòng trọ cho nữ ở ghép,2.0,24.0,Quận 12,Hồ Chí Minh,2016-12-10
144362,"PHÒNG TRỌ DẠNG MINI, MỚI HOÀN THÀNH",,25.0,Thủ Đức,Hồ Chí Minh,2016-12-11
144364,CHO THUÊ PHÒNG TRỌ 2 TRIỆU/THÁNG Ở ĐƯỜNG ĐỒNG ĐEN QUẬN TÂN BÌNH,2.0,15.0,Tân Bình,Hồ Chí Minh,2016-12-11
144368,Phòng trọ thoáng mát gần Vinhomes Central Park,3.0,18.0,Bình Thạnh,Hồ Chí Minh,2016-12-11
144370,Cho thuê phòng trong nhà nguyên căn ở Bình Thạnh,2.3,15.0,Bình Thạnh,Hồ Chí Minh,2016-12-12
144371,CHO THUÊ PHÒNG TRỌ Gần Bến Xe Miền Đông,2.0,20.0,Bình Thạnh,Hồ Chí Minh,2016-12-12
144373,"CHO THUÊ PHÒNG TRỌ, KIOT MỚI XÂY ĐỂ Ở VÀ KINH DOANH QUẬN THỦ ĐỨC",3.0,18.0,Thủ Đức,Hồ Chí Minh,2016-12-13
144376,"Cho thuê phòng trọ đẹp ngay chợ Rạch Ông, cầu chữ Y, Q8",2.5,20.0,Quận 8,Hồ Chí Minh,2017-01-06
144377,Cho Thuê Phòng Trọ Quận Thủ Đức,1.6,20.0,Thủ Đức,Hồ Chí Minh,2016-12-12
144382,"Phòng mới xây sạch đẹp gần Hutech, ĐH Ngoại Thương ...",2.6,20.0,Bình Thạnh,Hồ Chí Minh,2016-12-12
144388,Cần sang nhượng hợp đồng thuê chung cư,4.0,25.0,Quận 2,Hồ Chí Minh,2016-12-12
144393,"Phòng trọ q3 gần ĐH Mở, có chỗ để xe, nấu ăn 2tr7/tháng  ở đc 3ng",2.7,20.0,Quận 3,Hồ Chí Minh,2016-12-17
144394,"Cho thuê phòng trọ mới, sạch đẹp, giá hot",1.6,22.0,Bình Tân,Hồ Chí Minh,2016-12-13
144395,cho nữ sinh viên thuê phòng trọ,3.5,25.0,Quận 10,Hồ Chí Minh,2016-12-13
144396,"Phòng cho thuê sạch sẽ,thoáng mát, an ninh, giờ giấc tự do",1.6,20.0,Quận 12,Hồ Chí Minh,2018-02-22
144397,"Phòng Trọ Mới Xây, Lối Đi Riêng, Gần Mặt Tiền",1.5,21.0,Nhà Bè,Hồ Chí Minh,2016-12-13
144398,"Cho thuê phòng trọ đẹp mới xây 58/6 Thành Thái, P.12, Quận 10",2.3,18.0,Quận 10,Hồ Chí Minh,2019-04-19
144400,PHÒNG CHUNG CƯ CAO CẤP QUẬN 1 BẾN THÀNH,5.5,40.0,Quận 1,Hồ Chí Minh,2017-01-09
144402,Cho thuê phòng trọ cao cấp,2.3,25.0,Tân Bình,Hồ Chí Minh,2017-05-26
144403,"Cho thuê phòng trọ sạch, đẹp",3.5,30.0,Bình Thạnh,Hồ Chí Minh,2016-12-13
144409,Phòng cho thuê giá rẻ ngay trung tâm q1 đường Trần Hưng Đạo,3.6,15.0,Quận 1,Hồ Chí Minh,2020-05-26
144414,Cho thuê phòng trọ đường Phan Văn Trị Gò Vấp,3.0,30.0,Gò Vấp,Hồ Chí Minh,2016-12-14
144415,"Phòng trọ cho nhân viên văn phòng, sinh viên nữ",2.0,16.0,Bình Thạnh,Hồ Chí Minh,2016-12-14
144417,CHO THUÊ PHÒNG TRỌ TIÊU CHUẨN KHÁCH SẠN,3.0,20.0,Quận 10,Hồ Chí Minh,2016-12-14
144418,Phòng Trọ cho thuê giá bình dân.,1.8,13.0,Tân Bình,Hồ Chí Minh,2016-12-14
144424,phòng trọ yên tĩnh thoáng mát,1.7,15.0,Gò Vấp,Hồ Chí Minh,2016-12-14
144426,phòng trọ có gác lửng gần Lotte mart Q7,3.6,28.0,Quận 7,Hồ Chí Minh,2016-12-14
144427,"Phòng đầy đủ tiện nghi 115/49/34 Lê Văn Sỹ, Phú Nhuận, 01235803079 cô Hoàng",2.5,25.0,Phú Nhuận,Hồ Chí Minh,2016-12-15
144430,CHO THUÊ PHÒNG TRỌ GẦN Trường HuTech Ung Vãn Khiêm,2.0,18.0,Bình Thạnh,Hồ Chí Minh,2016-12-15
144431,"Cho thuê phòng giá rẻ, sạch sẽ, an ninh số 770 Âu Cơ quận Tân Bình",1.9,20.0,Tân Bình,Hồ Chí Minh,2016-12-15
144432,"Còn phòng giảm giá là 1,5 và 2,3tr/ tháng vào ở ngay",2.3,15.0,Tân Phú,Hồ Chí Minh,2021-12-06
144433,"CHO THUÊ PHÒNG ĐẦY ĐỦ NỘI THẤT TIỆN NGHI , KHU VỰC AN NINH, NGAY CHỢ HOÀNG HOA THÁM Q. TÂN BÌNH",4.2,30.0,Tân Bình,Hồ Chí Minh,2018-08-25
144435,Cho thuê  phòng  trọ sinh viên,1.2,24.0,Thủ Đức,Hồ Chí Minh,2016-12-15
144437,"Phòng đẹp trong nhà nguyên căn quận 7 đường số 47, tân quy, quận 7",3.0,25.0,Quận 7,Hồ Chí Minh,2016-12-15
144438,"Phòng Trọ Mới Xây, Có Gác, Giờ Giấc Tự Do Tại Gò Vấp",2.0,18.0,Gò Vấp,Hồ Chí Minh,2017-02-13
144440,"CHO THUÊ PHÒNG  TRỆT DIỆN TÍCH 2050M2  QUẬN 6, LH Chính Chủ 0907369946",,50.0,Quận 6,Hồ Chí Minh,2016-12-15
144441,Nhiều phòng đẹp giá rẻ cần cho thuê,,20.0,Bình Thạnh,Hồ Chí Minh,2016-12-15
144442,Cho thuê phòng mới xây đường thống nhất gò vấp,2.5,20.0,Gò Vấp,Hồ Chí Minh,2016-12-16
144445,"Phòng cho Nữ thuê chung cư đoàn Văn Bơ, Phường 12, Quận 4. Sát Quận 1. Ngay trung tâm",1.3,12.0,Quận 4,Hồ Chí Minh,2017-02-09
144447,"Phòng KÝ TÚC XÁ giường tầng cao cấp gần HUTECH, Ngã Tư Hàng Xanh, 1,5tr/ng/tháng LH 01226819257",1.5,30.0,Bình Thạnh,Hồ Chí Minh,2016-12-23
144449,"CHO THUÊ PHÒNG TRỌ ĐẸP, MỚI 100 NGAY TRUNG TÂM QUẬN TÂN BÌNH, GIỜ GIẤC TỰ DO",3.0,22.0,Tân Bình,Hồ Chí Minh,2016-12-16
144452,"Phòng cho thuê cao cấp GIÁ RẺ khu quy hoạch thoáng mát, rộng rãi, lịch sự",2.5,20.0,Bình Thạnh,Hồ Chí Minh,2016-12-17
